主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科技人才、大学与知识流动,核心科技直接材料,C-KISTEP-RES0220260042,2026-02-18,W3,2025년도 사업계획 적정성 재검토 보고서 차세대발사체개발사업,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260042.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260042.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260042&rpt_tp=831-003,官方PDF已保存并校验
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220260042,2026-02-18,W3,2025년도 사업계획 적정성 재검토 보고서 차세대발사체개발사업,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260042.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260042.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260042&rpt_tp=831-003,官方PDF已保存并校验
技术安全、供应链与国际合作,核心科技直接材料,C-KISTEP-RES0220260042,2026-02-18,W3,2025년도 사업계획 적정성 재검토 보고서 차세대발사체개발사업,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260042.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260042.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260042&rpt_tp=831-003,官方PDF已保存并校验
航天、核能与大型技术系统,核心科技直接材料,C-KISTEP-RES0220260042,2026-02-18,W3,2025년도 사업계획 적정성 재검토 보고서 차세대발사체개발사업,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260042.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260042.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260042&rpt_tp=831-003,官方PDF已保存并校验
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220260006,2026-02-19,W3,학생인건비통합관리제 기획 및 운영,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260006&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260047,2026-02-19,W3,2025년 국가연구개발사업 상위점검 및 연구기관 상위평가,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260047&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260045,2026-02-21,W3,과학기술정책 특위·협의회 운영지원 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260045&rpt_tp=831-002,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220260045,2026-02-21,W3,과학기술정책 특위·협의회 운영지원 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260045&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220260045,2026-02-21,W3,과학기술정책 특위·협의회 운영지원 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260045&rpt_tp=831-002,官方目录元数据，附件未列入本批
科技前瞻与未来社会,科技创新政策与能力基线,C-KISTEP-RES0220260045,2026-02-21,W3,과학기술정책 특위·협의회 운영지원 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260045&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260044,2026-02-23,W3,연구개발지원단 육성지원사업(정책연구센터),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260044&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220260044,2026-02-23,W3,연구개발지원단 육성지원사업(정책연구센터),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260044&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260049,2026-02-23,W3,연구지원 체계평가 운영에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260049&rpt_tp=831-001,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220260049,2026-02-23,W3,연구지원 체계평가 운영에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260049&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260056,2026-02-23,W3,과학기술 분야 해외센터 정보 접근성 개선 시범 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260056&rpt_tp=831-002,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220260057,2026-02-23,W3,지역 혁신생태계 활성화를 위한 대학과 출연(연) 역할 강화 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260057&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220260057,2026-02-23,W3,지역 혁신생태계 활성화를 위한 대학과 출연(연) 역할 강화 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260057&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260062,2026-02-23,W3,2025년도 국가연구개발사업 예비타당성조사 대상선정,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260062&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260051,2026-02-24,W3,전략적·도전적 R&D 맞춤형 특정평가 방법론 개발,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260051&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260053,2026-02-24,W3,국가연구개발 연구성과 관리‧활용 실태조사 최종보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260053&rpt_tp=831-004,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260054,2026-02-24,W3,국가연구개발사업 연구윤리 고도화 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260054&rpt_tp=831-004,官方目录元数据，附件未列入本批
中国科技与国际比较,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
半导体、量子与战略技术,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
生命科学、生物技术与健康,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
能源、气候与绿色转型,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
科技人才、大学与知识流动,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
技术安全、供应链与国际合作,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
科技前瞻与未来社会,核心科技直接材料,C-KISTEP-RES0220260059,2026-02-24,W3,국가전략기술 테크인텔리전스 구축·운영 및 정책 고도화 연구,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220260059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220260059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260059&rpt_tp=831-002,官方PDF已保存并校验
科技创新政策与研究体系,科技创新政策与能力基线,C-KISTEP-RES0220260061,2026-02-24,W3,과학기술 국제기구 및 다자협력 강화 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260061&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260063,2026-02-24,W3,출연연의 합리적 예산 배분‧조정을 위한 기관 가치 기준 탐색 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260063&rpt_tp=831-005,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220260028,2026-02-25,W3,2025년 과학기술혁신정책 스코어보드 개발 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260028&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220260028,2026-02-25,W3,2025년 과학기술혁신정책 스코어보드 개발 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260028&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220260046,2026-02-25,W3,2025년도 과학기술혁신정책 핵심이슈 발굴 및 인텔리전스 기능강화 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260046&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220260048,2026-02-25,W3,2024년도 과학기술분야 중장기계획 조사·분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260048&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220260058,2026-02-25,W3,2025년 연구성과 관리‧활용 및 운영지원,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220260058&rpt_tp=831-004,官方目录元数据，附件未列入本批
