报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,官方关键词,语言,资料角色,科技关联层级,主题标签,下载优先级,官方落地页,官方附件,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-KISTEP-RES0220220079,RES0220220079,831-001,조사평가,2022-02-28,W3,과기 출연연 기관평가의 새로운 접근법 탐색 연구,김이경(기관평가팀),"기관평가, 평가모형, 출연연 성과, 새로운 접근법, 정부출연연구기관",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220079&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220079&seq=res_0026P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220082,RES0220220082,831-005,사업조정,2022-02-28,W3,2021년도 글로벌 R&D 투자동향 분석,전승수(사업조정전략센터),"글로벌 과학기술 이슈 모니터링, 예산 추이 분석, 국가 혁신역량, 미래 성장동력, 삶의 질",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220082&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220082&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220086,RES0220220086,831-002,정책기획,2022-02-28,W3,성장동력의 공공-민간 파트너십 강화를 위한 정책 추진체계 연구,신동평(미래성장정책센터),"성장동력 정책, 공공-민간 파트너십, 추진체계(거버넌스)",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220086&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220086&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220088,RES0220220088,831-005,사업조정,2022-02-28,W3,정부 R&D 투자시스템의 전략성 진단 및 개선에 관한 연구,"전승수, 김승균(사업조정전략센터)","R&D 투자시스템, 투자 성숙도 관리, 총체적 투자, 목적 중심 성과, 사업 조정",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220088&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220088&seq=res_0026P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220091,RES0220220091,831-005,사업조정,2022-03-02,W3,2021년 전략적 R&D예산 배분 및 편성을 위한 정책기반 구축에 관한 연구,임현(R&D예산정책센터),"정부정책, R&D예산, 예산배분, 투자효율화, 네트워크",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220091&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220091&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220093,RES0220220093,831-002,정책기획,2022-03-07,W3,2021년 미래인재특별위원회 운영 지원,박수빈(인재정책센터),"미래인재, 교육, 과학기술, 혁신, 인력정책",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220093&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220093&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220094,RES0220220094,831-005,사업조정,2022-03-08,W3,정부 R&D투자의 전략성 제고를 위한 경제적 효과 예측모형 구축 연구 (Ⅱ),손영주(R&D예산정책센터)," 연구개발 기술분야, 거시경제모형, 경제사회적 효과, 정책분석, 사전평가",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220094&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220094&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220096,RES0220220096,831-005,사업조정,2022-03-08,W3,정부R&D사업 기획평가관리비의 전략적 편성 방안 연구,김주희(사업조정전략센터),"정부 R&D, 기획평가관리비, 전략적 예산, 예산편성, 사업관리",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220096&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220096&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220095,RES0220220095,831-002,정책기획,2022-03-10,W3,연구자권익보호위원회 운영 지원 및 체계 개선방안,조성식(제도혁신센터),"연구자권익보호, 위원회, 운영지원, 재검토",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220095&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220095&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220097,RES0220220097,831-003,예비타당성조사,2022-03-10,W3,국가연구개발사업 예비타당성조사 2021 연차보고서,류영수(예비타당성조사1센터),"예비타당성조사, 연구개발사업, 예산, 한국과학기술기획평가원, 연차보고서",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220097&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220097&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220092,RES0220220092,831-007,위탁/협동/공동연구보고서,2022-03-17,W3,2021년 연구관리전문기관 체계 개선방안 연구,황병용(성과확산센터),"국가혁신체제, 연구관리전문기관, R&D 전주기적 관점, 연구 성과",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220092&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220092&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220100,RES0220220100,831-005,사업조정,2022-03-17,W3,제1차 국가연구개발 중장기투자전략(’23~’27) 수립 연구,강현규(투자기획조정센터),"연구개발, 투자전략, 과학기술정책, 연구개발예산",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220100&rpt_tp=831-005,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220100&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220101,RES0220220101,831-001,조사평가,2022-03-18,W3,혁신성장을 위한 정부R&D 지원 방식 다양성 제고 방안 연구(Ⅰ),심정민(과학기술정책센터),"혁신적·도전적 R&D, R&D혁신방안, DARPA, 그랜트, 국가R&D 도전성 강화",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220101&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220101&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220104,RES0220220104,831-004,성과확산,2022-03-24,W3,연구성과평가 정책수립 및 제도 운영,김홍영(성과확산센터),"성과관리 활용계획, 우수성과 이어달리기, 연구성과 관리·유통 전담기관, 기술료 제도, 성과활용·확산 정책 자문단",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220104&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220104&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220031,PRG0720220031,831-007,위탁/협동/공동연구보고서,2022-03-25,W3,미래 국가 전략 기술분야 선도를 위한 연구거점대학 추진 방안,최병호(고려대학교 산학협력단),"연구거점대학, 기초원천연구, 학제간연구, 미래기술, 기업수요",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220031&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220031&seq=prg_0071P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220105,RES0220220105,831-002,정책기획,2022-03-25,W3,국가연구개발사업 연구윤리 제도 재정립 및 제재 제도개선 연구,서지현(제도혁신센터),"연구윤리, 국가연구개발, 연구부정행위, 제재제도, 이해충돌",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；技术安全、供应链与国际合作,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220105&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220105&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220106,RES0220220106,831-002,정책기획,2022-03-29,W3,2021년도 다부처공동기획 활성화 기반 연구,이미화(미래성장정책센터),"다부처,기획연구,부처협력",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220106&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220106&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220107,RES0220220107,831-002,정책기획,2022-03-29,W3,연구현장 중심의 국가연구개발사업제도개선에 관한 연구,최대승(제도혁신센터),"국가연구개발혁신법, 국가연구개발혁신법 매뉴얼, R&D 행정 제도개선, R&D 제도문의, 학생인건비 ",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220107&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220107&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220108,RES0220220108,831-002,정책기획,2022-03-29,W3,심화하는 기술패권주의 대응을 위한 국가R&D 전략 연구 : 미ㆍ중 기술패권경쟁을 중심으로,도계훈(혁신전략연구소),"기술패권, 주력산업, 보호무역주의, R&D 전략, 글보벌 밸류체인",韩文,机构正式研究,核心科技直接材料,半导体、量子与战略技术；科研体系、研发投入与评价；产业创新、创业与区域体系；技术安全、供应链与国际合作,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220108&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220108&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220098,RES0220220098,831-007,위탁/협동/공동연구보고서,2022-03-31,W3,국가과학기술자문회의 심의회의 과학기술혁신 정책조정 기능 강화 방안,이도형(과학기술정책센터),"국가과학기술심의회의, 다부처협력 특별위원회, 소재․부품․장비 기술특별위원회, 중장기계획 조사･분석, 과학기술 정책조정",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220098&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220098&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220112,RES0220220112,831-001,조사평가,2022-04-01,W3,연구개발활동조사 심층분석,정유진(혁신정보분석센터),"연구개발, 조사, 분석, 데이터, 로드맵",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220112&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220112&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220111,RES0220220111,831-002,정책기획,2022-04-04,W3,지방과학기술사업 효율화 및 지역과학기술혁신 플랫폼 구축,이충현(지역정책팀),"지방과학기술진흥협의회, 지방R&D정책, 지방R&D예산, 지역R&D체계, 지자체 R&D역량",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220111&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220111&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220113,RES0220220113,831-002,정책기획,2022-04-04,W3,2021년 기초연구진흥협의회 운영 지원,이도형(과학기술정책센터),"기초연구, 정책, 투자",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220113&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220113&seq=res_0026P@3,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220220113.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220220113.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220220113.md,4696996,5796dd4a519fbd897f487abeaa305a7d299ca050093c41bb454b8cb7a3995cc6,259,201423,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220220114,RES0220220114,831-002,정책기획,2022-04-04,W3,과학기술정책 운영 및 현안 대응,변순천(과학기술정책센터),"과학기술정책, 과학기술기본계획, R&D혁신방안, 과학기술현안",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220114&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220114&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220110,RES0220220110,831-002,정책기획,2022-04-05,W3,차기 성장동력 발굴·선정 방법론 연구,구본진(미래성장정책센터),"성장동력 정책, 방법론 연구, 주제 발굴, 차기 성장동력",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220110&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220110&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220115,RES0220220115,831-002,정책기획,2022-04-05,W3,과학기술혁신정책 조정 활성화를 위한 과학기술관계장관회의 및 정책포럼 구성·운영,이도형(과학기술정책센터),"과학기술관계장관회의, 과학기술 정책조정, 과학기술 정책, 포럼, 정책 인큐베이팅",韩文,机构正式研究,科技创新政策与能力基线,产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220115&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220115&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220109,RES0220220109,831-002,정책기획,2022-04-07,W3,2021년 연구개발지원단 육성지원사업 최종보고서,박석종(지역정책팀),"연구개발지원단, 지역 R&D, R&D 기반 혁신 시스템, 지역 R&D 효율성 제고, 지역 R&D 조사 분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220109&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220109&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220117,RES0220220117,831-002,정책기획,2022-04-12,W3,2021년도 성장동력 기획관리 및 운영,신동평(미래성장정책센터),"성장동력, 정책 기획 및 점검, 민관 협의체계",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220117&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220117&seq=res_0026P@3,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220119,RES0220220119,831-002,정책기획,2022-04-13,W3,2021 과학기술연감,배용국(과학기술정책센터),"과학기술, 연감, 2021",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220119&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220119&seq=res_0026P@1,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220120,RES0220220120,831-002,정책기획,2022-04-15,W3,2021년 혁신도전프로젝트 사업 지원,정민형(사업지원팀),"혁신도전, R&D 혁신, 연구개발사업, 미션기반정책, 파괴적혁신",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220120&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220120&seq=res_0026P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220122,RES0220220122,831-003,예비타당성조사,2022-05-26,W3,2021년도 예비타당성조사 보고서 국가 통합 바이오 빅데이터 구축 사업,류영수(예비타당성조사1센터),"바이오 빅데이터, 정밀의료, 유전체, 데이터 표준화, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220122&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220122&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220124,RES0220220124,831-003,예비타당성조사,2022-05-30,W3,2021년도 예비타당성조사 보고서 (미래국방 가교기술 개발사업),류영수(예비타당성조사1센터),"미래국방, 국방R&D, 국방기초, 국방기술, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220124&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220124&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220053,PRG0720220053,831-007,위탁/협동/공동연구보고서,2022-05-31,W3,과학기술분야 연구자 이해충돌 관리 안내서 제정 연구 - 국가연구개발혁신법 시행에 따른 「국가연구개발 연구윤리 길잡이」포함용,최지선(로앤사이언스 주식회사),"과학기술혁신, 과학기술기본법, 법제고도화, 국가연구개발혁신법, 과학기술정보통신부",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220053&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220053&seq=prg_0071P@7,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220123,RES0220220123,831-002,정책기획,2022-05-31,W3,과학기술인력양성 추진체계 구축·운영,주혜정(인재정책센터),"과학기술인력, 시행계획, 정책기획, 인력 통계, 종합정보시스템",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220123&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220123&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220125,RES0220220125,831-003,예비타당성조사,2022-06-02,W3,2021년도 예비타당성조사 보고서 중견중소기업 상생형 혁신도약사업,류영수(예비타당성조사1센터),"중견중소기업 상생, 신산업 글로벌가치사슬, 성과공유제, 혁신도약, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220125&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220125&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220127,RES0220220127,831-003,예비타당성조사,2022-06-03,W3,2021년도 국가연구개발사업 예비타당성조사 보고서 고성능 차세대 이차전지 상용화 기술개발 사업,류영수(예비타당성조사1센터),"이차전지, 리튬전지, 상용화, 전고체, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,能源、气候与绿色转型；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220127&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220127&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220131,RES0220220131,831-003,예비타당성조사,2022-07-28,W3,2021년도 예비타당성조사 보고서 혁신형 소형모듈원자로(i-SMR) 기술개발사업,류영수(예비타당성조사1센터),"소형모듈원자로, 완전피동안전계통, 모듈화, 부하추종운전, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系；航天、核能与大型技术系统,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220131&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220131&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220133,RES0220220133,831-003,예비타당성조사,2022-08-01,W3,2021년도 예비타당성조사 보고서 정지궤도 기상·우주기상 위성시스템 개발사업,류영수(예비타당성조사1센터),"인공위성, 정지궤도, 기상탑재체, 기상예보, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,科研体系、研发投入与评价；航天、核能与大型技术系统,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220133&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220133&seq=res_0026P@8,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220132,RES0220220132,831-003,예비타당성조사,2022-08-03,W3,2021년도 예비타당성조사 보고서 원전해체 경쟁력 강화 기술개발사업,류영수(예비타당성조사1센터),"해체, 원자력발전소, 제염, 핵종분석, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,能源、气候与绿色转型；科研体系、研发投入与评价；航天、核能与大型技术系统,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220132&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220132&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220134,RES0220220134,831-003,예비타당성조사,2022-08-03,W3,2021년도 예비타당성조사 보고서 국가 마이크로바이옴 이니셔티브 사업,류영수(예비타당성조사1센터),"마이크로바이옴, 연구기반, 신산업 창출, 미래이슈 대비, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220134&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220134&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220135,RES0220220135,831-003,예비타당성조사,2022-08-03,W3,2021년도 예비타당성조사 보고서 나노융합2030사업,류영수(예비타당성조사1센터),"나노, 나노기술, 스케일업, 기술사업화, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220135&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220135&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
