报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,官方关键词,语言,资料角色,科技关联层级,主题标签,下载优先级,官方落地页,官方附件,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-KISTEP-RES0220220137,RES0220220137,831-001,조사평가,2022-09-01,W3,2021년도 국가연구개발사업 조사‧분석 보고서,한혁(혁신정보분석센터),"조사분석, 정부, 연구개발, 투자, 통계",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220137&rpt_tp=831-001,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220137&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220138,RES0220220138,831-002,정책기획,2022-09-28,W3,정부 R&D 연구지원통합시스템 개발 및 구축 (1단계),신문봉(표준화기획센터),"과제지원시스템, 연구자정보, 전문기관, 국가연구개발사업",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220138&rpt_tp=831-002,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220138&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220074,PRG0720220074,831-007,위탁/협동/공동연구보고서,2022-09-30,W3,간접비비율 산출 관리시스템 개발 구축 전략 수립,박기호((주)나은미래플랫폼),"정보시스템, 서비스모델, 프로세스 개선, 간접비, 효율성",韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220074&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220074&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220139,RES0220220139,831-003,예비타당성조사,2022-10-12,W3,2021년도 예비타당성조사 보고서 국가로봇테스트필드 사업,류영수(예비타당성조사1센터),"예비타당성조사, 서비스로봇, 로봇테스트필드, 실증, 표준화",韩文,机构正式研究,核心科技直接材料,科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220139&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220139&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220056,PRG0720220056,831-007,위탁/협동/공동연구보고서,2022-10-14,W3,미래예측 방법론을 활용한 디지털 융복합 신산업 도출,정의영(아인혁신컨설팅 주식회사),"과학기술정책, 디지털경제, 신산업, 미래예측",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220056&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220056&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220140,RES0220220140,831-003,예비타당성조사,2022-10-14,W3,2021년도 예비타당성조사 보고서 시스템반도체 첨단패키징 플랫폼 구축사업,류영수(예비타당성조사1센터),"시스템반도체, 첨단패키징, 시제제작, 플랫폼, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,半导体、量子与战略技术；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220140&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220140&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220142,RES0220220142,831-003,예비타당성조사,2022-10-17,W3,2021년도 예비타당성조사 보고서 실내공기질 관리ㆍ개선 기술개발사업,류영수(예비타당성조사1센터),"실내공기질, 다중이용시설, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220142&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220142&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220141,RES0220220141,831-003,예비타당성조사,2022-10-19,W3,2021년도 예비타당성조사 보고서 미래대응 섬유 고부가 전략기술 개발사업,류영수(예비타당성조사1센터),"섬유, 생분해 소재, 친환경, 디지털 전환, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；半导体、量子与战略技术；科研体系、研发投入与评价；科技前瞻与未来社会,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220141&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220141&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220145,RES0220220145,831-003,예비타당성조사,2022-10-19,W3,2022년도 사업계획 적정성 재검토 보고서 바이오 연구 소재 활용기반 조성 사업,류영수(예비타당성조사3센터),"생명연구자원, 소재자원은행, 생물자원, 연구인프라, 사업계획적정성재검토",韩文,机构正式研究,核心科技直接材料,生命科学、生物技术与健康；科技人才、大学与知识流动,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220145&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220145&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220220145.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220220145.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220220145.md,2883797,ea3535b28774b45a20169df9e5d99b11bbdac06f5ab7b2f1181f1e22f897df79,155,141434,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220220146,RES0220220146,831-003,예비타당성조사,2022-10-19,W3,2021년도 예비타당성조사 보고서 바이오파운드리 구축 및 활용기술개발사업,류영수(예비타당성조사1센터),"바이오파운드리, 합성생물학, 첨단바이오, 바이오제조, 예비타당성조사",韩文,机构正式研究,核心科技直接材料,生命科学、生物技术与健康；科研体系、研发投入与评价,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220146&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220146&seq=res_0026P@2,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220220146.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220220146.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-RES0220220146.md,6141900,026e790a5fc8869d9d574705f76acd051e6a03acd04861eb35ab7401078dae35,240,235534,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220220147,RES0220220147,831-003,예비타당성조사,2022-10-20,W3,2021년도 예비타당성조사 보고서 극한소재 실증연구 기반조성 사업,류영수(예비타당성조사1센터),"극한소재, 인프라, 실증연구, 소재·부품·장비, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220147&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220147&seq=res_0026P@4,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220148,RES0220220148,831-003,예비타당성조사,2022-10-21,W3,2021년도 예비타당성조사 보고서 탄소중립혁신기술개발사업,류영수(예비타당성조사1센터),"탄소중립, 혁신기술, 탄소중립 로드맵, 온실가스 감축 기여도, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,能源、气候与绿色转型；科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220148&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220148&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-RES0220220149,RES0220220149,831-003,예비타당성조사,2022-10-25,W3,2021년도 예비타당성조사 보고서 국가 플래그십 초고성능컴퓨팅 인프라 고도화 사업,류영수(예비타당성조사1센터),"초고성능컴퓨터, 고성능컴퓨팅, 국가슈퍼컴퓨팅센터, 계산과학공학, 예비타당성조사",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220149&rpt_tp=831-003,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220149&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220057,PRG0720220057,831-007,위탁/협동/공동연구보고서,2022-10-31,W3,핵심기술별 R&D 투자의 사회·경제적 파급효과 분석,황원식(사단법인 한국혁신학회),"핵심기술, 연구개발투자, 파급효과, 연산일반균형",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220057&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220057&seq=prg_0071P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220058,PRG0720220058,831-007,위탁/협동/공동연구보고서,2022-10-31,W3,중소기업의 디지털 전환 지원정책 재설계를 위한 기업 R&D 활동 빅데이터 실증분석 연구,오승환(경상국립대학교 산학협력단),"중소기업, 연구개발, 유인효과, 경영성과, DID",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系,P0-core-tech,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220058&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220058&seq=prg_0071P@10,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720220058.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-PRG0720220058.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-PRG0720220058.md,755893,8a709f808d364d1950db8c175fee870a0a102ac8ee6af80a5732edcb7baf78ac,52,41788,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-PRG0720220063,PRG0720220063,831-007,위탁/협동/공동연구보고서,2022-10-31,W3,과학기술외교･국제협력 R&D 성과분석체계 기반 구축 연구,김기만(중소벤처기업연구원),"과학기술외교, 국제협력, 성과평가, 성과분석",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；技术安全、供应链与国际合作,P1-global-STI,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220063&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220063&seq=prg_0071P@6,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720230001,PRG0720230001,831-007,위탁/협동/공동연구보고서,2022-10-31,W3,2022년 과학기술외교 아카데미 구축·운영,김리원(국가과학기술인력개발원),"과학기술외교, 과학기술외교인재, 과학기술외교역량, 교육훈련",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动；技术安全、供应链与国际合作,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720230001&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720230001&seq=prg_0071P@15,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-PRG0720230001.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-PRG0720230001.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-KISTEP-PRG0720230001.md,6083965,6f9cc3f281b60c8d281e44a422feaa79ed0c0d9e369c756aca17e7bd7593b392,17,11724,可检索文本,官方PDF已保存并校验,,2026-08-22
C-KISTEP-RES0220220151,RES0220220151,831-004,성과확산,2022-11-12,W3,2022년 국가연구개발 우수성과 100선,"김남희, 김준희(성과확산센터)","국가연구개발 우수성과, 100선, 사례집, 국가연구개발사업",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220220151&rpt_tp=831-004,https://www.kistep.re.kr/reportDownload.es?rpt_no=RES0220220151&seq=res_0026P@2,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220060,PRG0720220060,831-007,위탁/협동/공동연구보고서,2022-11-15,W3,과학기술혁신정책 패러다임의 변화를 반영한 정부 부처 R&D 사업 분석 틀 개발 및 적용에 관한 연구,임홍탁(서울대학교 산학협력단),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220060&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220060&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220061,PRG0720220061,831-007,위탁/협동/공동연구보고서,2022-11-15,W3,R&D 투자가 지역 성장에 미치는 효과 : 5+2 광역경제권을 중심으로,남은영((사)한국행정학회),,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；产业创新、创业与区域体系,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220061&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220061&seq=prg_0071P@5,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
C-KISTEP-PRG0720220062,PRG0720220062,831-007,위탁/협동/공동연구보고서,2022-11-15,W3,대학연구소의 바람직한 역할 정립 및 활성화 방안 연구,박갑동(과학기술연합대학원대학교)," 대학연구소, 단위연구조직, 인재 양성, 융합연구, 블록펀딩",韩文,机构正式研究,科技创新政策与能力基线,科技人才、大学与知识流动,P2-STI-baseline,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=PRG0720220062&rpt_tp=831-007,https://www.kistep.re.kr/reportDownload.es?rpt_no=PRG0720220062&seq=prg_0071P@7,,,,0,,0,0,官方目录无本地正文,官方目录元数据，附件未列入本批,,2026-08-22
